"state","office_name_clean","landing_site_clean","GOC_mel.est","final_lat","final_lon","final_lat.lon_level","final_lat.lon_source","ecorgn","location","OHI.region_geo.est","OHI_state.assign","OHI_region_est","GOC_region.assign","GOC_state.assign","GOC_est"
"NAYARIT","CRUZ HUANACAXTLE","SITIO EMB DESEM GENERICO",NA,20.7914414513754,-105.337144843608,"state_office","Hem's state.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"NAYARIT","TUXPAN","SITIO EMB DESEM GENERICO",NA,22.0870969265372,-105.117770520497,"state_office","Hem's state.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"BAJA CALIFORNIA","SAN FELIPE","SITIO EMB DESEM GENERICO",NA,30.8232761927872,-114.850812713418,"state_office","Hem's state.office key","Midriff_Region","land","Region_2",NA,"Region_2","yes",NA,"yes"
"BAJA CALIFORNIA SUR","SAN CARLOS","SITIO EMB DESEM GENERICO",NA,25.3714583955429,-112.073984327773,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","SANTA ROSALIA","SITIO EMB DESEM GENERICO",NA,27.0180545530806,-112.471899200815,"state_office","Hem's state.office key","Central_Gulf","land","Region_3",NA,"Region_3","yes",NA,"yes"
"JALISCO","CHAPALA","SITIO EMB DESEM GENERICO",NA,19.8385565045085,-103.34247210019,"state_office","Hem's state.office key",NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","TEPIC","SITIO EMB DESEM GENERICO",NA,21.4826649167189,-104.547994171617,"state_office","Hem's state.office key",NA,NA,NA,"Region_9","Region_9","yes","yes","yes"
"SINALOA","MAZATLAN","SITIO EMB DESEM GENERICO",NA,23.4941163147551,-106.379649136752,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","TOPOLOBAMPO","SITIO EMB DESEM GENERICO",NA,25.6153795297504,-109.024498822464,"state_office","Hem's state.office key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","NAVOLATO","SITIO EMB DESEM GENERICO",NA,24.7618565826978,-107.683397361755,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"JALISCO","PUERTO VALLARTA","SITIO EMB DESEM GENERICO",NA,20.3701996667712,-104.95577118187,"state_office","Hem's state.office key","Southern_Gulf","land","Region_9",NA,"Region_9","yes",NA,"yes"
"JALISCO","BARRA NAVIDAD","SITIO EMB DESEM GENERICO",NA,19.6247611165671,-104.425651915947,"state_office","Hem's state.office key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","SITIO EMB DESEM GENERICO",NA,25.2780280791995,-111.762569083552,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LA PAZ","SITIO EMB DESEM GENERICO",NA,23.9653019673961,-110.278865826857,"state_office","Hem's state.office key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"BAJA CALIFORNIA SUR","GUERRERO NEGRO","SITIO EMB DESEM GENERICO",NA,27.6819209057358,-113.538602579797,"state_office","Hem's state.office key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","PTO. ADOLFO LOPEZ MATEOS","SITIO EMB DESEM GENERICO",NA,24.9946690350877,-111.613563143275,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ENSENADA","SITIO EMB DESEM GENERICO",NA,31.6803648342134,-116.441554571399,"state_office","Hem's state.office key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","SAN QUINTIN","SITIO EMB DESEM GENERICO",NA,30.5633555335022,-115.95323790306,"state_office","Hem's state.office key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","VILLA JESUS MARIA","SITIO EMB DESEM GENERICO",NA,29.2954773144116,-114.536914534927,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","BAHIA TORTUGAS","SITIO EMB DESEM GENERICO",NA,27.6888812559524,-114.760228838492,"state_office","Hem's state.office key",NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","GUADALAJARA","SITIO EMB DESEM GENERICO",NA,20.9531148331655,-103.368974427755,"state_office","Hem's state.office key",NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","PUERTO LIBERTAD","SITIO EMB DESEM GENERICO",NA,30.6902890130593,-111.717548023723,"state_office","Hem's state.office key",NA,NA,NA,NA,NA,NA,"yes","yes"
"SINALOA","LA REFORMA","SITIO EMB DESEM GENERICO",NA,25.3777422689077,-107.827987906537,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SONORA","GUAYMAS","SITIO EMB DESEM GENERICO",NA,27.9926880336712,-110.86508759233,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"NAYARIT","PENITA JALTEMBA","SITIO EMB DESEM GENERICO",NA,21.1623836658869,-105.21154039308,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"BAJA CALIFORNIA SUR","BAHIA ASUNCION","SITIO EMB DESEM GENERICO",NA,27.2040245238095,-114.085745,"state_office","Hem's state.office key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","BAHIA LOS ANGELES","SITIO EMB DESEM GENERICO",NA,29.1344531678125,-113.767451763941,"state_office","Hem's state.office key","Midriff_Region","land","Region_2",NA,"Region_2","yes",NA,"yes"
"JALISCO","OCOTLAN","SITIO EMB DESEM GENERICO",NA,20.9349169056432,-102.341014815964,"state_office","Hem's state.office key",NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","PUERTO PENASCO","SITIO EMB DESEM GENERICO",NA,31.2062957681437,-112.840131163667,"state_office","Hem's state.office key","Midriff_Region","land","Region_6",NA,"Region_6","yes","yes","yes"
"SINALOA","GUASAVE","SITIO EMB DESEM GENERICO",NA,25.6967337583303,-108.220619264732,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA","EL ROSARIO","SITIO EMB DESEM GENERICO",NA,32.0638440298958,-116.600029853278,"state_office","Hem's state.office key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","CABO SAN LUCAS","SITIO EMB DESEM GENERICO",NA,23.2395885256897,-109.853521983522,"state_office","Hem's state.office key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"BAJA CALIFORNIA","ISLA CEDROS","SITIO EMB DESEM GENERICO",NA,28.9076863553968,-115.195965318254,"state_office","Hem's state.office key",NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","HUATABAMPO","SITIO EMB DESEM GENERICO",NA,26.9777527919635,-109.501158823798,"state_office","Hem's state.office key","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"BAJA CALIFORNIA SUR","LORETO","SITIO EMB DESEM GENERICO",NA,26.0432876543236,-111.67817330556,"state_office","Hem's state.office key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"BAJA CALIFORNIA SUR","PUNTA ABREOJOS","SITIO EMB DESEM GENERICO",NA,26.8815999490356,-113.086286236894,"state_office","Hem's state.office key",NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","SANTIAGO IXCUINTLA","SITIO EMB DESEM GENERICO",NA,21.9838665077391,-104.896760868459,"state_office","Hem's state.office key",NA,NA,NA,"Region_9","Region_9","yes","yes","yes"
"SINALOA","EL ROSARIO","SITIO EMB DESEM GENERICO",NA,23.0980379467593,-105.898136535752,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","ESCUINAPA","SITIO EMB DESEM GENERICO",NA,24.158135848652,-107.17831721137,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"SONORA","HERMOSILLO","SITIO EMB DESEM GENERICO",NA,29.8131410317644,-110.516027108254,"state_office","Hem's state.office key",NA,NA,NA,NA,NA,NA,"yes","yes"
"BAJA CALIFORNIA","TIJUANA","SITIO EMB DESEM GENERICO",NA,32.3629791132547,-116.99665295303,"state_office","Hem's state.office key",NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","BAHIA KINO","SITIO EMB DESEM GENERICO",NA,28.8055591259102,-111.67893340009,"state_office","Hem's state.office key","Midriff_Region","land","Region_6",NA,"Region_6","yes","yes","yes"
"SONORA","CD. OBREGON","SITIO EMB DESEM GENERICO",NA,27.9064816393795,-110.86436487411,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Central_Gulf","sea","Region_7",NA,"Region_7","yes","yes","yes"
"BAJA CALIFORNIA","MEXICALI","SITIO EMB DESEM GENERICO",NA,32.4696038942251,-115.185262947236,"state_office","Hem's state.office key",NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","CD. OBREGON","GUAYMAS","yes",27.92151,-110.8915,"state_site","Hem's state.site key","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"SONORA","PUERTO PENASCO","YAVAROS","yes",26.7034766666667,-109.520553194444,"state_site","Hem's state.site key","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"BAJA CALIFORNIA SUR","GUERRERO NEGRO","BAHIA ASUNCION","no",27.1409019444444,-114.297558055556,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","PTO. ADOLFO LOPEZ MATEOS","SAN CARLOS","no",24.7661,-111.9669,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","MAZATLAN","TOPOLOBAMPO",NA,25.5982674305556,-109.049723444444,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SONORA","PUERTO PENASCO","PARAJE NUEVO",NA,31.2062957681437,-112.840131163667,"state_office","Hem's state.office key","Midriff_Region","land","Region_6",NA,"Region_6","yes","yes","yes"
"BAJA CALIFORNIA SUR","CABO SAN LUCAS","SAN CARLOS","no",23.2470077777778,-110.006162222222,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"SONORA","NOGALES","PARAJE NUEVO",NA,27.3531502222222,-110.453230322222,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"SONORA","ESTACION DON","PUERTO PENASCO","yes",31.3120895111111,-113.539112344444,"state_site","Hem's state.site key","Upper_Gulf","land","Region_5",NA,"Region_5","yes","yes","yes"
"SONORA","CABORCA","PARAJE NUEVO",NA,29.6031947555556,-112.211056172222,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Midriff_Region","land","Region_6",NA,"Region_6","yes","yes","yes"
"SONORA","GUAYMAS","BAJA VENECIA",NA,27.9926880336712,-110.86508759233,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"SONORA","GUAYMAS","LAS PLAYITAS","yes",27.8943,-110.883,"state_site","Mel's state.site key","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"SONORA","GUAYMAS","EL RASTRO","yes",28.001,-111.15,"state_site","Hem's state.site key","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"SONORA","HUATABAMPO","BAHIA AGIABAMPO","yes",26.3642,-109.146,"state_site","Hem's state.site key","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"SINALOA","GUASAVE","ESTERO LA BOCANITA",NA,25.549,-108.417,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","LOS MOCHIS","EL JITZAMURI",NA,26.2120833,-109.26380555,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","LA REFORMA","LA REFORMA",NA,25.0743873611111,-108.05193625,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","NAVOLATO","CAMPO PESQUERO EL TETUAN",NA,24.607,-107.916,"state_office_site","Hem's state.site.office key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","NAVOLATO","EL CASTILLO",NA,24.5436075,-107.702419166667,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","LOS MOCHIS","CAMPO EL COLORADO",NA,25.9061091802143,-109.000942361955,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","LOS MOCHIS","PREDIO BACHOMOBAMPO NO. UNO",NA,25.765,-109.191,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","LOS MOCHIS","ESTERO LA BALLENA",NA,25.977,-109.418,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","MAZATLAN","EL POZOLE",NA,23.4218363194444,-106.515530347222,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","LOS MOCHIS","CAMPO PESQUERO BACOREHUIS",NA,26.271,-109.144,"state_site","Hem's state.site key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","TOPOLOBAMPO","PAREDONES",NA,25.6666915277778,-108.98655,"state_office_site","Hem's state.site.office key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","EL ROSARIO","MARISMA LAS CABRAS",NA,23.0980379467593,-105.898136535752,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SONORA","HERMOSILLO","EL CHOYUDO","yes",28.2885255694444,-111.406982619444,"state_site","Hem's state.site key","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"NAYARIT","SAN BLAS","ESTERO EL POZO",NA,21.5641592666667,-105.300862966667,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"NAYARIT","TUXPAN","EMBARCADERO SAN MIGUEL",NA,21.8728,-105.432,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"NAYARIT","TUXPAN","CHIRIMOYO, EL",NA,22.0870969265372,-105.117770520497,"state_office","Hem's state.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"JALISCO","GUADALAJARA","PRESA CONSTITUCION APATZINGAN","no",19.2391193055556,-102.792090972222,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","GUADALAJARA","PRESA EL JIHUITE","yes",20.6776577777778,-102.56427875,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","GUADALAJARA","PRESA LA VEGA","yes",20.36,-103.5,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","GUADALAJARA","PRESA TRIGO MIL","no",19.94,-104.25972,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","GUADALAJARA","PRESA LA POLVORA","yes",20.7,-102.25,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","CHAPALA","EJIDO MODELO","no",19.637,-102.9734,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","PENITA JALTEMBA","CHACALA",NA,21.1630081944444,-105.224635416667,"state_site","Hem's state.site key","Southern_Gulf","sea","Region_9","Region_9","Region_9","yes","yes","yes"
"NAYARIT","PENITA JALTEMBA","AYALAS, LOS",NA,21.1623836658869,-105.21154039308,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"NAYARIT","TECUALA","CONCHAS, LAS",NA,22.4984442146623,-105.266154629021,"state_office","Hem's state.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"NAYARIT","TECUALA","RINCON, EL",NA,22.4984442146623,-105.266154629021,"state_office","Hem's state.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"BAJA CALIFORNIA SUR","SANTA ROSALIA","EL CARDON EN LAGUNA SAN IGNACIO","no",26.83,-113.2,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","SAN FELIPE","PLAYA SAN RAMON/CAMALU","no",30.7704,-116.0592,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","SAN FELIPE","LA ESCOLLERA",NA,23.634501,-102.552784,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","SAN QUINTIN","PUNTA ESCARPADA","yes",29.5946,-114.0272,"state_site","Hem's state.site key","Midriff_Region","sea","Region_2",NA,"Region_2","yes",NA,"yes"
"BAJA CALIFORNIA","VILLA JESUS MARIA","PUNTA EL PESCADOR","yes",28.9362636,-113.3833794,"state_site","Hem's state.site key","Midriff_Region","sea","Region_2",NA,"Region_2","yes",NA,"yes"
"BAJA CALIFORNIA","SAN QUINTIN","EJIDO JOSE M. MORELOS Y PAVON","no",28.3442,-114.0668,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","SAN QUINTIN","VALLE TRANQUILO","yes",30.28869385,-115.8040563,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","ENSENADA BLANCA","yes",25.7278455555556,-111.253063055556,"state_site","Hem's state.site key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"BAJA CALIFORNIA","BAHIA LOS ANGELES","PIEDRA SAN ANTONIO","yes",28.4328,-112.8691,"state_office_site","Hem's state.site.office key","Midriff_Region","sea","Region_2",NA,"Region_2","yes",NA,"yes"
"BAJA CALIFORNIA","ENSENADA","CAMPO NUEVO","no",29.6843,-115.6001,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","SAN FELIPE","PUERTECITOS","yes",30.3488268055556,-114.641262777778,"state_office_site","Hem's state.site.office key","Midriff_Region","sea","Region_2",NA,"Region_2","yes",NA,"yes"
"SONORA","PUERTO LIBERTAD","PUERTO LIBERTAD","yes",29.9063851388889,-112.683225555556,"state_office_site","Hem's state.site.office key","Midriff_Region","land","Region_6",NA,"Region_6","yes","yes","yes"
"SONORA","GUAYMAS","BAHIA LOBOS","yes",27.3531502222222,-110.453230322222,"state_site","Hem's state.site key","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"SONORA","GUAYMAS","LOS BANOS","yes",26.3755,-109.164,"state_site","Hem's state.site key","Central_Gulf","sea","Region_7",NA,"Region_7","yes","yes","yes"
"SINALOA","GUASAVE","PRESA GUSTAVO DIAZ ORDAZ",NA,25.8557408666667,-107.9059522,"state_office_site","Hem's state.site.office key",NA,NA,NA,"Region_8","Region_8","yes","yes","yes"
"SINALOA","ESCUINAPA","PLAYA TEACAPAN",NA,22.5435,-105.729,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","LOS MOCHIS","ESTERO LAS LAJITAS",NA,26.1080348,-109.37634005,"state_office_site","Hem's state.site.office key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","LOS MOCHIS","CAMPO EL HECHO",NA,25.9061091802143,-109.000942361955,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","MAZATLAN","BARRA PIAXTLA",NA,23.6636111,-106.8013888,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","MAZATLAN","CERRITOS",NA,24.513915,-107.4345,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","MAZATLAN","PLAYA SUR",NA,23.17297755,-106.39022385,"state_office_site","Hem's state.site.office key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","MAZATLAN","MEDINA",NA,23.91937,-106.875,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SONORA","PUERTO PENASCO","PENASCO","yes",31.31,-113.54,"state_office_site","Hem's state.site.office key","Upper_Gulf","land","Region_5",NA,"Region_5","yes","yes","yes"
"SONORA","HUATABAMPO","BAHIA YAVAROS","yes",26.7,-109.487,"state_office_site","Hem's state.site.office key","Central_Gulf","sea","Region_7",NA,"Region_7","yes","yes","yes"
"SONORA","BAHIA KINO","PRESA EL NOVILLO",NA,28.8055591259102,-111.67893340009,"state_office","Hem's state.office key","Midriff_Region","land","Region_6",NA,"Region_6","yes","yes","yes"
