"state","landing_site","inside_GOC","est_habitat","lat_est","lon_est","latlon_est_flag","HemKey_lat","HemKey_lon","HemPermitKey_lat","HemPermitKey_lon","MelKey_lat","MelKey_lon"
"CHIAPAS","EL MANGUITO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","SAN CAYETANO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","EL TULE",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","COL. BELISARIO DOMINGUEZ",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","CABEZA DE TORO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","EL GUAYABO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","BARRA DE TECOANAPA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","EL DIQUE",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","LAS MANZANAS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","EL CARDON EN LAGUNA SAN IGNACIO","no",NA,26.83,-113.2,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,26.83,-113.2,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","SANTA ROSALIA (B.C.S.)","yes",NA,27.34,-112.27,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,27.34,-112.27,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA","PLAYA SAN RAMON/CAMALU","no",NA,30.7704,-116.0592,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,30.7704,-116.0592,"Baja_California_South",NA
"BAJA CALIFORNIA","LA ESCOLLERA",NA,NA,23.634501,-102.552784,NA,23.634501,-102.552784,NA,NA,NA,NA
"BAJA CALIFORNIA","PUNTA ESCARPADA (PUNTA BLUFF)","yes",NA,29.5946,-114.0272,NA,29.5946,-114.0272,29.5946,-114.0272,"Baja_California_South",NA
"BAJA CALIFORNIA","PUNTA EL PESCADOR","yes",NA,28.9357272,-113.3839588,NA,28.9357272,-113.3839588,28.9368,-113.3828,"Baja_California_South",NA
"BAJA CALIFORNIA","EJIDO JOSE M. MORELOS Y PAVON","no",NA,28.3442,-114.0668,NA,28.3442,-114.0668,28.3442,-114.0668,"Baja_California_South",NA
"BAJA CALIFORNIA","VALLE TRANQUILO","yes",NA,30.2893,-115.804,NA,30.2893,-115.804,31.2532,-114.8907,"Baja_California_North",NA
"BAJA CALIFORNIA SUR","ENSENADA BLANCA","yes",NA,25.7278455555556,-111.253063055556,NA,25.7278455555556,-111.253063055556,25.7252,-111.2205,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA","PIEDRA SAN ANTONIO","yes",NA,28.4328,-112.8691,NA,28.4328,-112.8691,28.4328,-112.8691,"Baja_California_South",NA
"BAJA CALIFORNIA","CAMPO NUEVO","no",NA,29.6710802777778,-115.566495,NA,29.6710802777778,-115.566495,29.6843,-115.6001,"Baja_California_South",NA
"BAJA CALIFORNIA","PUERTECITOS","yes",NA,30.3509536111111,-114.640325555556,NA,30.3509536111111,-114.640325555556,30.3467,-114.6422,"Baja_California_South",NA
"SONORA","PUERTO LIBERTAD","yes",NA,29.9091702777778,-112.686451111111,NA,29.9091702777778,-112.686451111111,29.9036,-112.68,"Sonora_Mid",NA
"SONORA","BAHIA LOBOS","yes",NA,27.351756,-110.4537662,NA,27.351756,-110.4537662,27.303,-110.486,"Sonora_South",NA
"SONORA","LOS BA√ëOS","yes",NA,26.3755,-109.164,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,26.3755,-109.164,"Sonora_South",NA
"SINALOA","PRESA GUSTAVO DIAZ ORDAZ (BACURATO)",NA,NA,25.843,-107.909,NA,25.843,-107.909,NA,NA,NA,NA
"SINALOA","PLAYA DE TEACAPAN",NA,NA,22.563,-105.767,NA,22.563,-105.767,NA,NA,NA,NA
"SINALOA","ESTERO LAS LAJITAS",NA,NA,26.1070696,-109.3656801,NA,26.1070696,-109.3656801,NA,NA,NA,NA
"SINALOA","CAMPO EL HECHO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","BARRA DE PIAXTLA",NA,NA,23.6636111,-106.8013888,NA,23.6636111,-106.8013888,NA,NA,NA,NA
"SINALOA","CERRITOS",NA,NA,26.20283,-108.911,NA,26.20283,-108.911,NA,NA,NA,NA
"SINALOA","PLAYA SUR",NA,NA,23.1919551,-106.4214477,NA,23.1919551,-106.4214477,NA,NA,NA,NA
"SINALOA","MEDINA",NA,NA,23.91937,-106.875,NA,23.91937,-106.875,NA,NA,NA,NA
"SONORA","PE√ëASCO","yes",NA,31.31,-113.54,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,31.31,-113.54,"Sonora_North",NA
"SONORA","BAHIA YAVAROS","yes",NA,26.7,-109.487,NA,26.7,-109.487,26.7,-109.487,"Sonora_South",NA
"SONORA","PRESA EL NOVILLO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SONORA","BAHIA KINO","yes",NA,28.7912,-111.958,NA,28.7912,-111.958,28.7912,-111.958,"Sonora_Mid",NA
"SINALOA","PRESA MIGUEL HIDALGO Y COSTILLA",NA,NA,26.555,-108.554,NA,26.555,-108.554,NA,NA,NA,NA
"SINALOA","PRESA GUILLERMO BLAKE AGUILAR (SABINAL)",NA,NA,26.303,-108.666,NA,26.303,-108.666,NA,NA,NA,NA
"SINALOA","LA ARENITAS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","DIQUE LOS BECOS",NA,NA,24.6112166,-107.3282447,NA,24.6112166,-107.3282447,NA,NA,NA,NA
"SINALOA","CORTINA DE LA PRESA ADOLFO LOPEZ MATEOS",NA,NA,25.099,-107.386,NA,25.099,-107.386,NA,NA,NA,NA
"SINALOA","PRESA JOSEFA ORTIZ DE DOMINGUEZ",NA,NA,26.463,-108.67,NA,26.463,-108.67,NA,NA,NA,NA
"OAXACA","BAHIA PRINCIPAL",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"OAXACA","ZAPOTALITO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"OAXACA","PLAYA MANZANILLO(PTO.ESC.)",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","RAMPA, LA (DARSENA NO. 1)",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","BOCA DE CAMICHIN",NA,NA,21.7454472222222,-105.49019,NA,21.7454472222222,-105.49019,NA,NA,NA,NA
"NAYARIT","EMBARCADERO DE PTA. DE PALAPARES",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","BORDO, EL (MALECON DE FCO. VILLA)",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","CABEZA DE CANOA",NA,NA,21.9897,-105.4711,NA,21.9897,-105.4711,NA,NA,NA,NA
"NAYARIT","PASO DE AHUAPAN",NA,NA,21.598489,-104.5928421,NA,21.598489,-104.5928421,NA,NA,NA,NA
"OAXACA","LA PLATA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"OAXACA","BAHIA LA VENTOSA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"OAXACA","PLAYA LA COLORADA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"OAXACA","MUELLE INDUSTRIAL PESQUERO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","PASO DE LOZADA",NA,NA,21.517,-104.538,NA,21.517,-104.538,NA,NA,NA,NA
"OAXACA","PUERTO ANGELITO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","ESCOLLERA, LA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","BAHIA DE MELAQUE","no","marine",19.2223387,-104.7137463,NA,19.2223387,-104.7137463,19.2273,-104.7001,NA,"Melaque beach/bay area, Municipality of Cihuatlán – fishing & tourism zone. Accurate coastal point."
"NAYARIT","CANAL DE CUAUTLA",NA,NA,22.2183,-105.6417,NA,22.2183,-105.6417,NA,NA,NA,NA
"NAYARIT","LAGUNA LA HONDA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","MORILLOS, LOS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","BAHIA DE YELAPA",NA,"marine",20.4876867,-105.4455233,NA,20.4876867,-105.4455233,20.4858,-105.4426,"Nayarit/Jalisco","Yelapa cove, Municipality Cabo Corrientes; common coastal fishing village."
"MICHOACAN","SAN NICOLAS CURITZEO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"MICHOACAN","EL ROSARIO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"MICHOACAN","MARIANO ESCOBEDO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","PUERTA DEL RIO",NA,NA,21.1845486111111,-104.647047777778,NA,21.1845486111111,-104.647047777778,NA,NA,NA,NA
"JALISCO","PRESA LAGUNILLAS",NA,"freshwater",20.5428,-103.8742,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,20.5428,-103.8742,"Nayarit/Jalisco","“Presa Lagunillas (Tequila-Magdalena area)” – near Tequila/Magdalena, Jalisco."
"JALISCO","PRESA GARABATOS",NA,"freshwater",20.37,-102.41,NA,20.37,-102.41,20.7815,-103.8338,"Nayarit/Jalisco","“Presa Los Garabatos”, typically listed in Teuchitlán/Ameca region; hydrology matches here."
"JALISCO","EL SALTO",NA,"freshwater",20.3471405555556,-104.501573055556,NA,20.3471405555556,-104.501573055556,20.5155,-103.1758,"Nayarit/Jalisco","El Salto, Jalisco (municipality of El Salto, SE of Guadalajara)."
"JALISCO","PRESA RAMON CORONA",NA,"freshwater",19.58,-103.06,NA,19.58,-103.06,20.6102,-103.1744,"Nayarit/Jalisco","“Presa Ramón Corona”, near Tlajomulco/El Salto area; well-mapped dam."
"JALISCO","LAGUNA DE CAJITITLAN",NA,"freshwater",20.4175,-103.3102,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,20.4175,-103.3102,"Nayarit/Jalisco","Large lagoon in Tlajomulco de Zúñiga; documented fishing and wetlands area."
"JALISCO","CHAPALA","no","freshwater",20.2933333333333,-103.189722222222,NA,20.2933333333333,-103.189722222222,20.2983,-103.1993,NA,"Main settlement “Chapala” on Lake Chapala; landing would be docks at Chapala town."
"NAYARIT","MONTEON",NA,NA,20.9911466666667,-105.299604444444,NA,20.9911466666667,-105.299604444444,NA,NA,NA,NA
"CHIAPAS","CUYO SANTA CRUZ",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","SERRANAL",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","EL TINTO BONSHAN",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","SAN ANTONIO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"COLIMA","PLAYITA DE ENMEDIO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","LA PLAYITAS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","AGUA PRIETA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","CONCORDIA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","PLAYA COYOL",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","BARRIO POBRE",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","RANCHERIA LA POLKA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","COL. MIGUEL AVILA CAMACHO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","EL CANELAR",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LAGUNA DE SAN IGNACIO","no",NA,26.8783333,-113.1661111,NA,26.8783333,-113.1661111,26.75,-113.117,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","SAN BRUNO (EN SANTA ROSALIA)","yes",NA,27.1682,-112.1644,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,27.1682,-112.1644,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA","PUNTA BAJA","no",NA,29.9560411111111,-115.806787777778,NA,29.9560411111111,-115.806787777778,29.9503,-115.8004,"Baja_California_South",NA
"BAJA CALIFORNIA","SAN ANTONIO DEL MAR","no",NA,32.4238277777778,-117.096891111111,NA,32.4238277777778,-117.096891111111,31.0974,-116.3047,"Baja_California_North",NA
"BAJA CALIFORNIA SUR","ISLA NATIVIDAD","no",NA,27.8539925,-115.170516111111,NA,27.8539925,-115.170516111111,27.8827,-115.2022,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","BARRIO LA PLAYA","yes",NA,23.06,-109.67,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,23.06,-109.67,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","BUENA VISTA","yes",NA,23.0963061111111,-109.928425833333,NA,23.0963061111111,-109.928425833333,23.6604,-109.6973,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","PAILABOTE","no",NA,25.54745,-112.066,NA,25.54745,-112.066,25.5465,-112.0643,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","SANTA ROSA, COMONDU","no",NA,26.24,-112.06,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,26.24,-112.06,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","TODOS SANTOS","no",NA,23.4504369444444,-110.225613333333,NA,23.4504369444444,-110.225613333333,22.9042,-110.0033,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","PUERTO SAN CARLOS (B.C.S.)","no",NA,24.79,-112.11,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,24.79,-112.11,"Baja_California_Sur_South",NA
"SINALOA","CAMPO PESQUERO COSTA AZUL",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SONORA","BAHIA SAN JORGE","yes",NA,31.1515,-113.075,NA,31.1515,-113.075,31.1515,-113.075,"Sonora_Mid",NA
"SONORA","BAHIA BACHOCO","yes",NA,26.637,-109.428,NA,26.637,-109.428,26.637,-109.428,"Sonora_South",NA
"SONORA","BAHIA DE LOBOS","yes",NA,27.3545444444444,-110.452694444444,NA,27.3545444444444,-110.452694444444,27.303,-110.486,"Sonora_South",NA
"SONORA","LOS MELAGOS","yes",NA,27.1547221,-110.298611,NA,27.1547221,-110.298611,27.173,-110.328,"Sonora_South",NA
"SINALOA","CORTINA DE LA PRESA SANALONA",NA,NA,24.812,-107.156,NA,24.812,-107.156,NA,NA,NA,NA
"SINALOA","PRESA JOSE LOPEZ PORTILLO (COMEDERO)",NA,NA,24.82,-107.134,NA,24.82,-107.134,NA,NA,NA,NA
"SINALOA","SITIO EL EBANITO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","CERRO CABEZON",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"OAXACA","LAGUNA EN MINITAN",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","BUCERIAS",NA,NA,20.7562197222222,-105.339450833333,NA,20.7562197222222,-105.339450833333,NA,NA,NA,NA
"NAYARIT","CRUZ DE HUANACAXTLE, LA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","EMBARCADERO DE LLANO DEL TIGRE",NA,NA,22.1269444,-105.3047223,NA,22.1269444,-105.3047223,NA,NA,NA,NA
"NAYARIT","ISLA DE MEXCALTITAN",NA,NA,21.9056642,-105.4752773,NA,21.9056642,-105.4752773,NA,NA,NA,NA
"MICHOACAN","LA NORIA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","LAGUNA EL TULE",NA,NA,22.3078,-105.213,NA,22.3078,-105.213,NA,NA,NA,NA
"GUERRERO","PLAYA DE PETACALCO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","AGUA CALIENTE","no","freshwater",20.4224297222222,-102.376540555556,NA,20.4224297222222,-102.376540555556,19.8367,-103.5386,NA,"“Agua Caliente, Jalisco” near Ciudad Guzmán/Tuxpan area; matches locality & toponym search."
"JALISCO","PRESA LA COLORADA",NA,"freshwater",20.21,-103.5,NA,20.21,-103.5,20.7755,-104.1324,"Nayarit/Jalisco","Near Ameca/Teuchitlán region; dam is mapped on regional hydrology."
"JALISCO","MEZCALA",NA,"freshwater",19.9052669444444,-104.421732222222,NA,19.9052669444444,-104.421732222222,20.9016,-102.7987,"Nayarit/Jalisco","Town of Mezcala, municipality of Poncitlán, north shore Lake Chapala (fishing)."
"MICHOACAN","EL ZOPILOTE",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","PLAYA BAHIA DE SAYULITA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","BARRITA DE PAJON",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","LITORAL DEL ESTADO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","BAJADERO COL. VICENTE GRO.",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","PLAYA HORNITOS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","PLAYA CALETA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","LA CEIBA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","RANCHERIA CHOCOHUITAL",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","EL PALMARCITO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","EL FORTIN",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","PUNTA FLOR",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","EMB. OSUMACINTA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","PIEDRA BOLA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","EMB. LAS MARGARITAS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","RANCHERIA LA LAGUNA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","BAJ. RIO TECPAN",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LAS CASITAS","no",NA,27.4936,-114.6315,NA,23.9493469444444,-109.937161388889,27.4936,-114.6315,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","LA RIBERA","yes",NA,23.5965630555556,-109.586066944444,NA,23.5965630555556,-109.586066944444,23.593,-109.584,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","PUERTO ADOLFO LOPEZ MATEOS","no",NA,25.1929061111111,-112.110613611111,NA,25.1929061111111,-112.110613611111,25.1889,-112.1185,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","EL DATIL EN LAGUNA DE SAN IGNACIO","no",NA,26.86,-113.17,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,26.86,-113.17,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA","EL ROSARIO","no",NA,30.063,-115.763,NA,32.0758202777778,-116.580513055556,30.063,-115.763,"Baja_California_South",NA
"BAJA CALIFORNIA","PUNTA SAN JOSE","no",NA,31.4505,-116.6002,NA,31.4505,-116.6002,31.4505,-116.6002,"Baja_California_North",NA
"BAJA CALIFORNIA","LA SALINA","no",NA,32.0565986111111,-116.872610833333,NA,32.0565986111111,-116.872610833333,32.05,-116.885,"Baja_California_North",NA
"BAJA CALIFORNIA","LA CALAVERA","no",NA,31.36176,-116.473,NA,31.36176,-116.473,31.3505,-116.467,"Baja_California_North",NA
"BAJA CALIFORNIA","PUNTA SAN JOSE (VARADERO)","no",NA,31.467,-116.6,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,31.467,-116.6,"Baja_California_North",NA
"BAJA CALIFORNIA","BAJAMAR","no",NA,32.027,-116.87,NA,32.027,-116.87,32.027,-116.87,"Baja_California_North",NA
"BAJA CALIFORNIA","PLAYA","no",NA,31.8618,-116.6713,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,31.8618,-116.6713,"Baja_California_North",NA
"BAJA CALIFORNIA","EL CHINERO 4TO. ESTERO (EN ZONA ESTEROS)","yes",NA,31.4813,-115.0566,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,31.4813,-115.0566,"Baja_California_North",NA
"BAJA CALIFORNIA","EL CHUTE","no",NA,30.4404980555556,-115.991755277778,NA,30.4404980555556,-115.991755277778,30.4338,-115.9838,"Baja_California_South",NA
"BAJA CALIFORNIA SUR","PUERTO ALCATRAZ","no",NA,24.5047022222222,-111.846523611111,NA,24.5047022222222,-111.846523611111,24.5173,-111.8552,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","SAN JUANICO II (OCEANO PACIFICO)","no",NA,26.25,-112.49,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,26.25,-112.49,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","EL CAYUCO","no",NA,24.5747830555556,-111.671476388889,NA,24.5747830555556,-111.671476388889,24.4161,-111.6859,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","SANTA ROSA","yes",NA,23.3,-109.9,NA,27.1123244444444,-112.486121111111,23.3,-109.9,"Baja_California_Sur_South",NA
