"estimated_species_name","OHI_region","Year_of_Recommendation","status","control","notes"
"sebastes rosaceus 1a,1aa","region_1",2012,"maximally harvested","no increase",NA
"sebastes rosaceus 1a,1aa","region_2",2012,"maximally harvested","no increase",NA
"sebastes rosaceus 1a,1aa","region_3",2012,"maximally harvested","no increase",NA
"sebastes rosaceus 1a,1aa","region_4",2012,"maximally harvested","no increase",NA
"sebastes rubrivinctus 1a","region_1",2012,"maximally harvested","no increase",NA
"sebastes rubrivinctus 1a","region_2",2012,"maximally harvested","no increase",NA
"sebastes rubrivinctus 1a","region_3",2012,"maximally harvested","no increase",NA
"sebastes rubrivinctus 1a","region_4",2012,"maximally harvested","no increase",NA
"sebastes rufus 1a,1aa","region_1",2012,"maximally harvested","no increase",NA
"sebastes rufus 1a,1aa","region_2",2012,"maximally harvested","no increase",NA
"sebastes rufus 1a,1aa","region_3",2012,"maximally harvested","no increase",NA
"sebastes rufus 1a,1aa","region_4",2012,"maximally harvested","no increase",NA
"selar crumenophtalmus","region_1",2010,"","",NA
"selar crumenophtalmus","region_2",2010,"","",NA
"selar crumenophtalmus","region_3",2010,"","",NA
"selar crumenophtalmus","region_4",2010,"","",NA
"selar crumenophtalmus","region_5",2010,"","",NA
"selar crumenophtalmus","region_6",2010,"","",NA
"selar crumenophtalmus","region_7",2010,"","",NA
"selar crumenophtalmus","region_8",2010,"","",NA
"selar crumenophtalmus","region_9",2010,"","",NA
"seriola lalandi","region_1",2010,"","",NA
"seriola lalandi","region_2",2010,"","",NA
"seriola lalandi","region_3",2010,"","",NA
"seriola lalandi","region_4",2010,"","",NA
"seriola lalandi","region_5",2010,"","",NA
"seriola lalandi","region_6",2010,"","",NA
"seriola lalandi","region_7",2010,"","",NA
"seriola lalandi","region_8",2010,"","",NA
"seriola lalandi","region_9",2010,"","",NA
"seriola peruana","region_1",2010,"","",NA
"seriola peruana","region_2",2010,"","",NA
"seriola peruana","region_3",2010,"","",NA
"seriola peruana","region_4",2010,"","",NA
"seriola peruana","region_5",2010,"","",NA
"seriola peruana","region_6",2010,"","",NA
"seriola peruana","region_7",2010,"","",NA
"seriola peruana","region_8",2010,"","",NA
"seriola peruana","region_9",2010,"","",NA
"seriola rivoliana","region_1",2010,"","",NA
"seriola rivoliana","region_2",2010,"","",NA
"seriola rivoliana","region_3",2010,"","",NA
"seriola rivoliana","region_4",2010,"","",NA
"seriola rivoliana","region_5",2010,"","",NA
"seriola rivoliana","region_6",2010,"","",NA
"seriola rivoliana","region_7",2010,"","",NA
"seriola rivoliana","region_8",2010,"","",NA
"seriola rivoliana","region_9",2010,"","",NA
"sphoeroides annulatus","region_3",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?"
"sphoeroides annulatus","region_4",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?"
"sphoeroides annulatus","region_5",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?"
"sphoeroides annulatus","region_6",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?"
"sphoeroides annulatus","region_7",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?"
"sphoeroides annulatus","region_8",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?"
"sphoeroides annulatus","region_9",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?"
"sphoeroides lobatus","region_3",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?"
"sphoeroides lobatus","region_4",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?"
"sphoeroides lobatus","region_5",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?"
"sphoeroides lobatus","region_6",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?"
"sphoeroides lobatus","region_7",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?"
"sphoeroides lobatus","region_8",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?"
"sphoeroides lobatus","region_9",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?"
"sphoeroides sechurae","region_3",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?"
"sphoeroides sechurae","region_4",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?"
"sphoeroides sechurae","region_5",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?"
"sphoeroides sechurae","region_6",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?"
"sphoeroides sechurae","region_7",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?"
"sphoeroides sechurae","region_8",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?"
"sphoeroides sechurae","region_9",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?"
"sphyrna corona","region_1",2010,"","",NA
"sphyrna corona","region_2",2010,"","",NA
"sphyrna corona","region_3",2010,"","",NA
"sphyrna corona","region_4",2010,"","",NA
"sphyrna corona","region_5",2010,"","",NA
"sphyrna corona","region_6",2010,"","",NA
"sphyrna corona","region_7",2010,"","",NA
"sphyrna corona","region_8",2010,"","",NA
"sphyrna corona","region_9",2010,"","",NA
"sphyrna lewini","region_1",2023,"maximally harvested","no increase",NA
"sphyrna lewini","region_2",2023,"maximally harvested","no increase",NA
"sphyrna lewini","region_3",2023,"maximally harvested","no increase",NA
"sphyrna lewini","region_4",2023,"maximally harvested","no increase",NA
"sphyrna lewini","region_5",2023,"maximally harvested","no increase",NA
"sphyrna lewini","region_6",2023,"maximally harvested","no increase",NA
"sphyrna lewini","region_7",2023,"maximally harvested","no increase",NA
"sphyrna lewini","region_8",2023,"maximally harvested","no increase",NA
"sphyrna lewini","region_9",2023,"maximally harvested","no increase",NA
"sphyrna mokarran","region_1",2023,"maximally harvested","no increase",NA
"sphyrna mokarran","region_2",2023,"maximally harvested","no increase",NA
"sphyrna mokarran","region_3",2023,"maximally harvested","no increase",NA
"sphyrna mokarran","region_4",2023,"maximally harvested","no increase",NA
"sphyrna mokarran","region_5",2023,"maximally harvested","no increase",NA
"sphyrna mokarran","region_6",2023,"maximally harvested","no increase",NA
"sphyrna mokarran","region_7",2023,"maximally harvested","no increase",NA
"sphyrna mokarran","region_8",2023,"maximally harvested","no increase",NA
"sphyrna mokarran","region_9",2023,"maximally harvested","no increase",NA
"sphyrna zygaena","region_1",2023,"maximally harvested","no increase",NA
"sphyrna zygaena","region_2",2023,"maximally harvested","no increase",NA
"sphyrna zygaena","region_3",2023,"maximally harvested","no increase",NA
"sphyrna zygaena","region_4",2023,"maximally harvested","no increase",NA
"sphyrna zygaena","region_5",2023,"maximally harvested","no increase",NA
"sphyrna zygaena","region_6",2023,"maximally harvested","no increase",NA
"sphyrna zygaena","region_7",2023,"maximally harvested","no increase",NA
"sphyrna zygaena","region_8",2023,"maximally harvested","no increase",NA
"sphyrna zygaena","region_9",2023,"maximally harvested","no increase",NA
"spondilus princeps","region_1",2010,"","",NA
"spondilus princeps","region_2",2010,"","",NA
"spondilus princeps","region_3",2010,"","",NA
"spondilus princeps","region_4",2010,"","",NA
"spondilus princeps","region_5",2010,"","",NA
"spondilus princeps","region_6",2010,"","",NA
"spondilus princeps","region_7",2010,"","",NA
"spondilus princeps","region_8",2010,"","",NA
"spondilus princeps","region_9",2010,"","",NA
"spondylus calcifer","region_1",2000,"","",NA
"spondylus calcifer","region_2",2000,"","",NA
"spondylus calcifer","region_3",2000,"","",NA
"spondylus calcifer","region_4",2000,"","",NA
"spondylus calcifer","region_5",2000,"","",NA
"spondylus calcifer","region_6",2000,"","",NA
"spondylus calcifer","region_7",2000,"","",NA
"spondylus calcifer","region_8",2000,"","",NA
"spondylus calcifer","region_9",2000,"","",NA
"spondylus crassisquama","region_3",2023,"development potential",NA,"new fishery"
"spondylus crassisquama","region_4",2023,"development potential",NA,"new fishery"
"squatina californica","region_1",2010,"","",NA
"squatina californica","region_2",2010,"","",NA
"squatina californica","region_3",2010,"","",NA
"squatina californica","region_4",2010,"","",NA
"squatina californica","region_5",2010,"","",NA
"squatina californica","region_6",2010,"","",NA
"squatina californica","region_7",2010,"","",NA
"squatina californica","region_8",2010,"","",NA
"squatina californica","region_9",2010,"","",NA
"stereolepis gigas","region_1",2010,"","",NA
"stereolepis gigas","region_2",2010,"","",NA
"stereolepis gigas","region_3",2010,"","",NA
"stereolepis gigas","region_4",2010,"","",NA
"stereolepis gigas","region_5",2010,"","",NA
"stereolepis gigas","region_6",2010,"","",NA
"stereolepis gigas","region_7",2010,"","",NA
"stereolepis gigas","region_8",2010,"","",NA
"stereolepis gigas","region_9",2010,"","",NA
"stomolophus meleagris","region_1",2017,"maximally harvested","no increase",NA
"stomolophus meleagris","region_2",2017,"maximally harvested","no increase",NA
"stomolophus meleagris","region_3",2017,"maximally harvested","no increase",NA
"stomolophus meleagris","region_4",2017,"maximally harvested","no increase",NA
"stomolophus meleagris","region_5",2017,"maximally harvested","no increase",NA
"stomolophus meleagris","region_6",2017,"maximally harvested","no increase",NA
"stomolophus meleagris","region_7",2017,"maximally harvested","no increase",NA
"stomolophus meleagris","region_8",2017,"maximally harvested","no increase",NA
"stomolophus sp.","region_5",2023,"maximally harvested","no increase",NA
"stomolophus sp.","region_6",2023,"maximally harvested","no increase",NA
"stomolophus sp.","region_7",2023,"maximally harvested","no increase",NA
"strongylocentrotus franciscanus","region_1",2023,"deteriorating","decrease",NA
"strongylocentrotus franciscanus","region_2",2023,"deteriorating","decrease",NA
"strongylocentrotus purpuratus","region_1",2023,"development potential","increase",NA
"strongylocentrotus purpuratus","region_2",2023,"development potential","increase",NA
"thunnus albacares","region_1",2023,"maximally harvested","no increase",NA
"thunnus albacares","region_2",2023,"maximally harvested","no increase",NA
"thunnus albacares","region_3",2023,"maximally harvested","no increase",NA
"thunnus albacares","region_4",2023,"maximally harvested","no increase",NA
"thunnus albacares","region_5",2023,"maximally harvested","no increase",NA
"thunnus albacares","region_6",2023,"maximally harvested","no increase",NA
"thunnus albacares","region_7",2023,"maximally harvested","no increase",NA
"thunnus albacares","region_8",2023,"maximally harvested","no increase",NA
"thunnus albacares","region_9",2023,"maximally harvested","no increase",NA
"thunnus orientalis","region_1",2023,"deteriorating","decrease","recovery phase"
"thunnus orientalis","region_2",2023,"deteriorating","decrease","recovery phase"
"thunnus orientalis","region_3",2023,"deteriorating","decrease","recovery phase"
"thunnus orientalis","region_4",2023,"deteriorating","decrease","recovery phase"
"thunnus orientalis","region_5",2023,"deteriorating","decrease","recovery phase"
"thunnus orientalis","region_6",2023,"deteriorating","decrease","recovery phase"
"thunnus orientalis","region_7",2023,"deteriorating","decrease","recovery phase"
"thunnus orientalis","region_8",2023,"deteriorating","decrease","recovery phase"
"thunnus orientalis","region_9",2023,"deteriorating","decrease","recovery phase"
"thunnus thynnus","region_1",2006,"","","might be in 2023 as Atún aleta azul	Thunnus orientalis "
"thunnus thynnus","region_2",2006,"","",NA
"thunnus thynnus","region_3",2006,"","",NA
"thunnus thynnus","region_4",2006,"","",NA
"thunnus thynnus","region_5",2006,"","",NA
"thunnus thynnus","region_6",2006,"","",NA
"thunnus thynnus","region_7",2006,"","",NA
"thunnus thynnus","region_8",2006,"","",NA
"thunnus thynnus","region_9",2006,"","",NA
"tivela stultorum","region_1",2000,"","",NA
"tivela stultorum","region_2",2000,"","",NA
"tivela stultorum","region_3",2000,"","",NA
"tivela stultorum","region_4",2000,"","",NA
"tivela stultorum","region_5",2000,"","",NA
"tivela stultorum","region_6",2000,"","",NA
"tivela stultorum","region_7",2000,"","",NA
"tivela stultorum","region_8",2000,"","",NA
"tivela stultorum","region_9",2000,"","",NA
"trachurus symmetricus","region_1",2022,"maximally harvested","no increase",NA
"trachurus symmetricus","region_2",2022,"maximally harvested","no increase",NA
"trachurus symmetricus","region_3",2022,"maximally harvested","no increase",NA
"trachurus symmetricus","region_4",2022,"maximally harvested","no increase",NA
"trachurus symmetricus","region_5",2022,"maximally harvested","no increase",NA
"trachurus symmetricus","region_6",2022,"maximally harvested","no increase",NA
"trachurus symmetricus","region_7",2022,"maximally harvested","no increase",NA
"trachurus symmetricus","region_8",2022,"maximally harvested","no increase",NA
"trachurus symmetricus","region_9",2022,"maximally harvested","no increase",NA
"triaenodon obesus","region_1",2023,"maximally harvested","no increase",NA
"triaenodon obesus","region_2",2023,"maximally harvested","no increase",NA
"triaenodon obesus","region_3",2023,"maximally harvested","no increase",NA
"triaenodon obesus","region_4",2023,"maximally harvested","no increase",NA
"triaenodon obesus","region_5",2023,"maximally harvested","no increase",NA
"triaenodon obesus","region_6",2023,"maximally harvested","no increase",NA
"triaenodon obesus","region_7",2023,"maximally harvested","no increase",NA
"triaenodon obesus","region_8",2023,"maximally harvested","no increase",NA
"triaenodon obesus","region_9",2023,"maximally harvested","no increase",NA
"umbrina roncador","region_1",2010,"","",NA
"umbrina roncador","region_2",2010,"","",NA
"umbrina roncador","region_3",2010,"","",NA
"umbrina roncador","region_4",2010,"","",NA
"umbrina roncador","region_5",2010,"","",NA
"umbrina roncador","region_6",2010,"","",NA
"umbrina roncador","region_7",2010,"","",NA
"umbrina roncador","region_8",2010,"","",NA
"umbrina roncador","region_9",2010,"","",NA
"umbrina xanti","region_1",2010,"","",NA
"umbrina xanti","region_2",2010,"","",NA
"umbrina xanti","region_3",2010,"","",NA
"umbrina xanti","region_4",2010,"","",NA
"umbrina xanti","region_5",2010,"","",NA
"umbrina xanti","region_6",2010,"","",NA
"umbrina xanti","region_7",2010,"","",NA
"umbrina xanti","region_8",2010,"","",NA
"umbrina xanti","region_9",2010,"","",NA
"urobatis haller","region_1",2010,"","",NA
"urobatis haller","region_2",2010,"","",NA
"urobatis haller","region_3",2010,"","",NA
"urobatis haller","region_4",2010,"","",NA
"urobatis haller","region_5",2010,"","",NA
"urobatis haller","region_6",2010,"","",NA
"urobatis haller","region_7",2010,"","",NA
"urobatis haller","region_8",2010,"","",NA
"urobatis haller","region_9",2010,"","",NA
"urobatis maculatus","region_1",2010,"","",NA
"urobatis maculatus","region_2",2010,"","",NA
"urobatis maculatus","region_3",2010,"","",NA
"urobatis maculatus","region_4",2010,"","",NA
"urobatis maculatus","region_5",2010,"","",NA
"urobatis maculatus","region_6",2010,"","",NA
"urobatis maculatus","region_7",2010,"","",NA
"urobatis maculatus","region_8",2010,"","",NA
"urobatis maculatus","region_9",2010,"","",NA
"urotrygon rogersi","region_1",2010,"","",NA
"urotrygon rogersi","region_2",2010,"","",NA
"urotrygon rogersi","region_3",2010,"","",NA
"urotrygon rogersi","region_4",2010,"","",NA
"urotrygon rogersi","region_5",2010,"","",NA
"urotrygon rogersi","region_6",2010,"","",NA
"urotrygon rogersi","region_7",2010,"","",NA
"urotrygon rogersi","region_8",2010,"","",NA
"urotrygon rogersi","region_9",2010,"","",NA
"xiphias gladius","region_8",2012,"development potential","increase",NA
"xystreurys liolepis","region_1",2010,"","",NA
"xystreurys liolepis","region_2",2010,"","",NA
"xystreurys liolepis","region_3",2010,"","",NA
"xystreurys liolepis","region_4",2010,"","",NA
"xystreurys liolepis","region_5",2010,"","",NA
"xystreurys liolepis","region_6",2010,"","",NA
"xystreurys liolepis","region_7",2010,"","",NA
"xystreurys liolepis","region_8",2010,"","",NA
"xystreurys liolepis","region_9",2010,"","",NA
"zapterix exasperata","region_1",2010,"","",NA
"zapterix exasperata","region_2",2010,"","",NA
"zapterix exasperata","region_3",2010,"","",NA
"zapterix exasperata","region_4",2010,"","",NA
"zapterix exasperata","region_5",2010,"","",NA
"zapterix exasperata","region_6",2010,"","",NA
"zapterix exasperata","region_7",2010,"","",NA
"zapterix exasperata","region_8",2010,"","",NA
"zapterix exasperata","region_9",2010,"","",NA
